Section,Multiselect,Category,Label,Tag
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Morgan,Morgan
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Nah,Nah
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Noire,Noire
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Nowi,Nowi
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Olivia,Olivia
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Owain,Owain
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Panne,Panne
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Priam,Priam
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Ricken,Ricken
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Robin,Robin
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Say'ri,Say'ri
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Severa,Severa
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Stahl,Stahl
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Sully,Sully
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Sumia,Sumia
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Tharja,Tharja
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Tiki,Tiki
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Vaike,Vaike
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Virion,Virion
Characters: Fire Emblem characters,TRUE,Fire Emblem Awakening,Yarne,Yarne
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Corrin,Corrin
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,(female),(female)
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,(male),(male)
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Azura,Azura
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Felicia,Felicia
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Jakob,Jakob
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Kaze,Kaze
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Mozu,Mozu
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Silas,Silas
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Izana,Izana
Characters: Fire Emblem characters,TRUE,Fire Emblem Fates,Shura,Shura
Characters: Fire Emblem characters,TRUE,Fire Emblem: Three Houses,Byleth,Byleth
Characters: Fire Emblem characters,TRUE,Fire Emblem: Three Houses,Male,Male
Characters: Fire Emblem characters,TRUE,Fire Emblem: Three Houses,Female,Female
Characters: Fire Emblem characters,TRUE,Fire Emblem: Three Houses,Enlightened Male,Enlightened Male
Characters: Fire Emblem characters,TRUE,Fire Emblem: Three Houses,Enlightened Female,Enlightened Female
Characters: Fire Emblem characters,TRUE,Fire Emblem: Three Houses,Sothis,Sothis
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Alfonse,Alfonse
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Eir,Eir
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Feh,Feh
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Fjorm,Fjorm
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Gunnthra,Gunnthra
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Gustav,Gustav
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Hel,Hel
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Helbindi,Helbindi
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Henriette,Henriette
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Hrid,Hrid
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Kiran,Kiran
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Laegjarn,Laegjarn
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Laevatein,Laevatein
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Lif,Lif
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Loki,Loki
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Mysterious Man,Mysterious Man
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Sharena,Sharena
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Surtr,Surtr
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Thorr,Thorr
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Thrasir,Thrasir
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Veronica,Veronica
Characters: Fire Emblem characters,TRUE,Fire Emblem Heroes,Ylgr,Ylgr
Characters: Fire Emblem characters,TRUE,Fire Emblem Warriors,Lianna,Lianna
Characters: Fire Emblem characters,TRUE,Fire Emblem Warriors,Rowan,Rowan
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,M1911,M1911
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,Nagant Revolver,Nagant Revolver
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,P38,P38
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,PPK,PPK
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,FNP-9,FNP-9
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,MP-446,MP-446
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,Bren Ten,Bren Ten
Characters: Girls' Frontline characters,TRUE,Tactical Dolls / 战术人形,USP Compact,USP Compact
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Training Drone,Training Drone
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Fairy,Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Command Fairy,Command Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Construction Fairy,Construction Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Taunt Fairy,Taunt Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Rescue Fairy,Rescue Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Shield Fairy,Shield Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Airstrike Fairy,Airstrike Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Fury Fairy,Fury Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Warrior Fairy,Warrior Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Armor Fairy,Armor Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Defense Fairy,Defense Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Sniper Fairy,Sniper Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Illumination Fairy,Illumination Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Parachute Fairy,Parachute Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Cooking Fairy,Cooking Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Fireworks Fairy,Fireworks Fairy
Characters: Girls' Frontline characters,TRUE,Fairies and drones,Prototype Fairy,Prototype Fairy
Characters: Girls' Frontline characters,TRUE,Heavy Ordnance Corps (HOC),AT4,AT4
Characters: Girls' Frontline characters,TRUE,Heavy Ordnance Corps (HOC),BGM-71,BGM-71
Characters: Girls' Frontline characters,TRUE,Heavy Ordnance Corps (HOC),M2,M2
Characters: Girls' Frontline characters,TRUE,Heavy Ordnance Corps (HOC),Mk 153,Mk 153
Characters: Girls' Frontline characters,TRUE,Heavy Ordnance Corps (HOC),Mk 47,Mk 47
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Kalina,Kalina
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Helianthus,Helianthus
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Persica,Persica
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Berezovich Kryuger,Berezovich Kryuger
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Lycoris,Lycoris
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Sier,Sier
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Dier,Dier
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Dier Maid,Dier Maid
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Dima,Dima
Characters: Girls' Frontline characters,TRUE,NPC / 其他,General Carter,General Carter
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Yegor,Yegor
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Havier Witkin,Havier Witkin
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Angelia,Angelia
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Lunasia,Lunasia
Characters: Girls' Frontline characters,TRUE,NPC / 其他,M16A1 (Boss),M16A1 (Boss)
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Nyto,Nyto
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Nyto (Generic),Nyto (Generic)
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Dandelion,Dandelion
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Marlohe,Marlohe
Characters: Girls' Frontline characters,TRUE,NPC / 其他,K,K
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Gilda Ulrich,Gilda Ulrich
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Nyto Larvae,Nyto Larvae
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Anna,Anna
Characters: Girls' Frontline characters,TRUE,NPC / 其他,J,J
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Morridow,Morridow
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Morridow (Boss),Morridow (Boss)
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Hopps,Hopps
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Leone,Leone
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Refugee,Refugee
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Orphan Girl,Orphan Girl
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Light,Light
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Shadowless,Shadowless
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Machlian,Machlian
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Griffin,Griffin
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Rudolf von Oberstein,Rudolf von Oberstein
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Romy Riefenstahl,Romy Riefenstahl
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Nele,Nele
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Bramedb,Bramedb
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Jormungand,Jormungand
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Paula Snow,Paula Snow
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Q,Q
Characters: Girls' Frontline characters,TRUE,NPC / 其他,RPK-16 (Boss),RPK-16 (Boss)
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Shaw,Shaw
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Koleda,Koleda
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Eugene Rugosa,Eugene Rugosa
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Mama Luba,Mama Luba
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Nikolai,Nikolai
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Suzanne,Suzanne
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Rosita,Rosita
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Paul Mamontov,Paul Mamontov
Characters: Girls' Frontline characters,TRUE,NPC / 其他,Cheryl,Cheryl
Characters: Girls' Frontline characters,TRUE,Enemies,Elisa,Elisa
Characters: Girls' Frontline characters,TRUE,Enemies,Agent,Agent
Characters: Girls' Frontline characters,TRUE,Enemies,Judge,Judge
Characters: Girls' Frontline characters,TRUE,Enemies,Ouroboros,Ouroboros
Characters: Girls' Frontline characters,TRUE,Enemies,Dreamer,Dreamer
Characters: Girls' Frontline characters,TRUE,Enemies,Architect,Architect
Characters: Girls' Frontline characters,TRUE,Enemies,Jupiter Cannon,Jupiter Cannon
Characters: Girls' Frontline characters,TRUE,Enemies,Gager,Gager
Characters: Girls' Frontline characters,TRUE,Enemies,Destroyer,Destroyer
Characters: Girls' Frontline characters,TRUE,Enemies,GAIA,GAIA
Characters: Girls' Frontline characters,TRUE,Enemies,Alchemist,Alchemist
Characters: Girls' Frontline characters,TRUE,Enemies,Intruder,Intruder
Characters: Girls' Frontline characters,TRUE,Enemies,Hunter,Hunter
Characters: Girls' Frontline characters,TRUE,Enemies,Executioner,Executioner
Characters: Girls' Frontline characters,TRUE,Enemies,Scarecrow,Scarecrow
Characters: Girls' Frontline characters,TRUE,Enemies,Beak,Beak
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Croque,Croque
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Simo,Simo
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Antonina,Antonina
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Sol,Sol
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Persicaria,Persicaria
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Persica,Persica
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Chelsea,Chelsea
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Mai,Mai
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Betty,Betty
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),IDW,IDW
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Fresnel,Fresnel
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Banxsy,Banxsy
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Groove,Groove
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Yanny,Yanny
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Hubble,Hubble
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Lam,Lam
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),LWMMG,LWMMG
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Gin,Gin
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Centaureissi,Centaureissi
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),G36,G36
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Angela,Angela
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Evelyn,Evelyn
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Jessie,Jessie
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),M1897,M1897
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Max,Max
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Abigail,Abigail
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),M500,M500
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Sakuya,Sakuya
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Bonee,Bonee
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Florence,Florence
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),PA-15,PA-15
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Chanzhi,Chanzhi
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),QBU-88,QBU-88
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Choco,Choco
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),FNC,FNC
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Panakeia,Panakeia
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),wz.29,wz.29
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Zion,Zion
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Aki,Aki
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Nanaka,Nanaka
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Earhart,Earhart
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Imhotep,Imhotep
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Vee,Vee
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Fern,Fern
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Magnhilda,Magnhilda
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Octogen,Octogen
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Willow,Willow
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Souchun,Souchun
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Type 64,Type 64
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Ksenia,Ksenia
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Stechkin,Stechkin
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Dushevnaya,Dushevnaya
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),KSVK,KSVK
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Rise,Rise
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),MG36,MG36
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),De Lacey,De Lacey
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Hatsuchiri,Hatsuchiri
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Python,Python
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Kuro,Kuro
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),MDR,MDR
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Sueyoi,Sueyoi
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Daiyan,Daiyan
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Type 95,Type 95
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Sockdolager,Sockdolager
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Falcon,Falcon
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Lind,Lind
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),AA-12,AA-12
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Nora,Nora
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Helix,Helix
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Nascita,Nascita
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Puzzle,Puzzle
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Zangyin,Zangyin
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Millau,Millau
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Hannah,Hannah
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Uranus,Uranus
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Turing,Turing
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Clukay,Clukay
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),HK416,HK416
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Clotho,Clotho
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Dupin,Dupin
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Undine,Undine
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Jiangyu,Jiangyu
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Type 97,Type 97
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Yelena,Yelena
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),RMB-93,RMB-93
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Horizon,Horizon
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Erika,Erika
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Cascadia,Cascadia
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),AEK-999,AEK-999
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Type 79,Type 79
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),HS2000,HS2000
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Welrod MkII,Welrod MkII
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),C-MS,C-MS
Characters: Girls' Frontline characters,TRUE,GFL-adjacent (Reverse Collapse series),Zas M21,Zas M21
Characters: Girls und Panzer characters,TRUE,Original anime,Ooarai (emblem),Ooarai (emblem)
Characters: Girls und Panzer characters,TRUE,Original anime,Ooarai school uniform,Ooarai school uniform
Characters: Girls und Panzer characters,TRUE,Original anime,Ooarai military uniform,Ooarai military uniform
Characters: Girls und Panzer characters,TRUE,Original anime,Ooarai naval school uniform,Ooarai naval school uniform
Characters: Girls und Panzer characters,TRUE,Original anime,Zuikaku,Zuikaku
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Italy,Italy
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Anzio (emblem),Anzio (emblem)
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Anzio school uniform,Anzio school uniform
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Anzio military uniform,Anzio military uniform
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Anchovy,Anchovy
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Carpaccio,Carpaccio
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Pepperoni,Pepperoni
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Amaretto,Amaretto
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Panettone,Panettone
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Gelato,Gelato
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Carro Veloce CV-33,Carro Veloce CV-33
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Semovente 75/18,Semovente 75/18
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Carro Armato P40,Carro Armato P40
Characters: Girls und Panzer characters,TRUE,Anzio OVA,Aquila,Aquila
Characters: Girls und Panzer characters,TRUE,der Film,Japan,Japan
Characters: Girls und Panzer characters,TRUE,der Film,Chi-Hatan (emblem),Chi-Hatan (emblem)
Characters: Girls und Panzer characters,TRUE,der Film,Chi-Hatan school uniform,Chi-Hatan school uniform
Characters: Girls und Panzer characters,TRUE,der Film,Chi-Hatan military uniform,Chi-Hatan military uniform
Characters: Girls und Panzer characters,TRUE,der Film,Nishi Kinuyo,Nishi Kinuyo
Characters: Girls und Panzer characters,TRUE,der Film,Tamada Tamaki,Tamada Tamaki
Characters: Girls und Panzer characters,TRUE,der Film,Fukuda Haru,Fukuda Haru
Characters: Girls und Panzer characters,TRUE,der Film,Hosomi Shizuko,Hosomi Shizuko
Characters: Girls und Panzer characters,TRUE,der Film,Nagura Setsuko,Nagura Setsuko
Characters: Girls und Panzer characters,TRUE,der Film,Teramoto Tomiko,Teramoto Tomiko
Characters: Girls und Panzer characters,TRUE,der Film,Ikeda Emi,Ikeda Emi
Characters: Girls und Panzer characters,TRUE,der Film,Hamada Kiyo,Hamada Kiyo
Characters: Girls und Panzer characters,TRUE,der Film,Kubota Rin,Kubota Rin
Characters: Girls und Panzer characters,TRUE,der Film,Nishihara Yasoko,Nishihara Yasoko
Characters: Girls und Panzer characters,TRUE,der Film,Type 97 Chi-Ha,Type 97 Chi-Ha
Characters: Girls und Panzer characters,TRUE,der Film,Type 95 Ha-Gou,Type 95 Ha-Gou
Characters: Girls und Panzer characters,TRUE,der Film,Type 2 Ka-Mi,Type 2 Ka-Mi
Characters: Girls und Panzer characters,TRUE,der Film,Akagi,Akagi
Characters: Girls und Panzer characters,TRUE,The Final Chapter,shark,shark
Characters: Girls und Panzer characters,TRUE,The Final Chapter,Ogin,Ogin
Characters: Girls und Panzer characters,TRUE,The Final Chapter,Cutlass,Cutlass
Characters: Girls und Panzer characters,TRUE,The Final Chapter,Flint,Flint
Characters: Girls und Panzer characters,TRUE,The Final Chapter,Murakami,Murakami
Characters: Girls und Panzer characters,TRUE,The Final Chapter,Rum,Rum
Characters: Girls und Panzer characters,TRUE,The Final Chapter,Mark IV tank,Mark IV tank
Characters: Girls und Panzer characters,TRUE,Gekitou! Maginot-sen desu!!,Fondue,Fondue
Characters: Girls und Panzer characters,TRUE,Gekitou! Maginot-sen desu!!,FT-17,FT-17
Characters: Girls und Panzer characters,TRUE,Gekitou! Maginot-sen desu!!,ARL-44,ARL-44
Characters: Girls und Panzer characters,TRUE,Ribbon no Musha,centipede,centipede
Characters: Girls und Panzer characters,TRUE,Ribbon no Musha,Tsuruki Shizuka,Tsuruki Shizuka
Characters: Girls und Panzer characters,TRUE,Ribbon no Musha,Matsukaze Rin,Matsukaze Rin
Characters: Girls und Panzer characters,TRUE,Ribbon no Musha,Endou Haruka,Endou Haruka
Characters: Girls und Panzer characters,TRUE,Ribbon no Musha,Type 97 Te-Ke,Type 97 Te-Ke
Characters: Girls und Panzer characters,TRUE,Miscellaneous,Japanese Tankery League (emblem),Japanese Tankery League (emblem)
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Jonathan Joestar,Jonathan Joestar
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Robert E. O. Speedwagon,Robert E. O. Speedwagon
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Erina Pendleton,Erina Pendleton
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Will Anthonio Zeppeli,Will Anthonio Zeppeli
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,George Joestar,George Joestar
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Danny,Danny
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Straizo,Straizo
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Dire,Dire
Characters: JoJo no Kimyou na Bouken characters,TRUE,Phantom Blood,Tonpeti,Tonpeti
